IMDB,Title,Year,Date,fulldate,month,justmonth,original,Type,status,season_number,Released,popular,popularity,imdbRating,imdbVotes,Rated,genretext,Genre,Runtime,number_of_episodes,Language,Country,budget,boxoffice,Plot,overview,stars,Actors,cast1,cast2,cast3,char1,char2,char3,directed_created,producedby,Director,created_by,production_companies,homepage,tmdb,poster_path,backdrop_path,poster,backdrop,netflix,IDs
tt9319668,1899,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,7.849,N/A,N/A,Not Rated,Drama,"Drama, History, Horror",N/A,1,English,"Germany, United States",Not available,Not Available,Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.,"On a migrant steamship heading west to leave the old continent from London to New York, the passengers, a mixed bag of European origins, are united by their hopes and dreams for the new century and their future abroad. When they discover another migrant ship adrift on open sea, their journey takes an unexpected turn. What they find on board will turn their passage to the promised land into a horrifying nightmare.",,"Ben Ashenden, Aneurin Barnard, Anton Lesser",Emily Beecham,Aneurin Barnard,Andreas Pietschmann,Maura Franklin,,," created by Baran bo Odar, Jantje Friese.",,,"Baran bo Odar, Jantje Friese",,https://www.netflix.com/title/80214497,90669,null,/7nx66dfu5y2Gba7IZaUum9pjjoC.jpg,poster-coming-soon.jpg,tt9319668-fanart.jpg,https://www.netflix.com/title/80214497,1933
tt11097384,Spaceman,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Post Production,,N/A,,1.297,N/A,N/A,Not Rated,Adventure,"Adventure, Drama, Sci-Fi",N/A,,English,United States,Not available,Not Available,"Jakub Procházka, orphaned as a boy and raised in the Czech countryside by his grandparents, overcomes his odds to become the country's first astronaut.","Jakub, an astronaut sent to the edge of the galaxy to collect mysterious ancient dust, finds his earthly life falling to pieces so he turns to the only voice who can help him try to put it back together. It just so happens to belong to a creature from the beginning of time lurking in the shadows of his spaceship.",,"Adam Sandler, Paul Dano, Carey Mulligan",Adam Sandler,Carey Mulligan,Paul Dano,Jakub,Lenka,Hanus, directed by Johan Renck.,"Spaceman was produced by Madison 23, Free Association, and Tango Entertainment and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Johan Renck,,"Madison 23, Free Association, Tango Entertainment",https://www.netflix.com/title/81301595/,636706,/vexYaA91thaCBtnE0c3KPm8nw4n.jpg,null,tt11097384-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81301595/,1934
tt14077516,Shirley,2022,December 2022,December 2022,December 2022,December 2022,,movie,Planned,,N/A,,0.871,N/A,N/A,Not Rated,Biography,"Biography, Drama, History",N/A,,English,United States,Not available,Not Available,"Follows the biopic film about Shirley Chisholm, America's first Black congresswoman.","Feature film biopic about Shirley Chisholm, America’s first Black congresswoman.",,"Lance Reddick, Regina King, W. Earl Brown",Regina King,Lance Reddick,Lucas Hedges,Shirley Chisholm,,, directed by John Ridley.,"Shirley was produced by Participant, and Royal Ties Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",John Ridley,,"Participant, Royal Ties Productions",#,798612,/zlmqvACtilIUoyqQjaI3w0SJYVq.jpg,null,tt14077516-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Shirley,1935
tt3155298,Luther,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,2.358,N/A,N/A,Not Rated,Crime,"Crime, Drama, Mystery",N/A,,English,United Kingdom,Not available,Not Available,"Feature film inspired by the TV series, \Luther.\",A continuation of the Luther saga reimagined for film.,,"Idris Elba, Andy Serkis, Cynthia Erivo",Idris Elba,Cynthia Erivo,Andy Serkis,John Luther,,, directed by Jamie Payne.,"Luther was produced by BBC Films, Chernin Entertainment, and BBC Studios and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Jamie Payne,,"BBC Films, Chernin Entertainment, BBC Studios",#,722149,/2hNgcvls1hWpacxDi9CRKAIZsXA.jpg,null,tt3155298-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Luther,1936
tt4595186,Luckiest Girl Alive,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Post Production,,N/A,,1.204,N/A,N/A,R,Drama,"Drama, Mystery",N/A,,English,United States,Not available,Not Available,"A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel.",A successful woman in New York City finds her life upended when she is forced to confront a dark truth that threatens to unravel her meticulously crafted life.,,"Mila Kunis, Jennifer Beals, Connie Britton",Mila Kunis,Finn Wittrock,Scoot McNairy,Ani FaNelli,,, directed by Mike Barker.,"Luckiest Girl Alive was produced by Made Up Stories, PictureStart, and Orchard Farm Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Mike Barker,,"Made Up Stories, PictureStart, Orchard Farm Productions",https://www.netflix.com/title/80992607,799546,/kYTEBl2tNiOmripGXuqfAfMDvud.jpg,null,tt4595186-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/80992607,1937
tt9214772,Monkey Man,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,1.526,N/A,N/A,Not Rated,Action,"Action, Thriller",N/A,,English,United States,Not available,Not Available,A recently released ex-felon living in India struggles to adjust to a world of corporate greed and eroding spiritual values.,In modern-day India a kid emerges from prison to grapple with a world marred by corporate greed and eroding spiritual values.,,"Sharlto Copley, Dev Patel, Sobhita Dhulipala",Dev Patel,Sharlto Copley,Sobhita Dhulipala,,,, directed by Dev Patel.,"Monkey Man was produced by Thunder Road, Bron Studios, 87Eleven, and Creative Wealth Media Finance and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Dev Patel,,"Thunder Road, Bron Studios, 87Eleven, Creative Wealth Media Finance",#,560016,/lHEyKaxwIy6ppTJXztTld1nRAE2.jpg,null,tt9214772-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Monkey Man,1938
tt9873892,They Cloned Tyrone,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,0.983,N/A,N/A,R,Comedy,"Comedy, Sci-Fi",N/A,,English,United States,Not available,Not Available,A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.,"An unlikely trio investigates a series of eerie events, alerting them to a nefarious conspiracy lurking directly beneath their hood.",,"Jamie Foxx, J. Alphonse Nicholson, Teyonah Parris",John Boyega,Jamie Foxx,Teyonah Parris,Fontaine,Slick Charles,Yo-Yo, directed by Juel Taylor.,"They Cloned Tyrone was produced by MACRO, and Made With Love Media and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Juel Taylor,,"MACRO, Made With Love Media",#,736769,/mLGl4yYf88ZWVMWlGaPGhT4RW3K.jpg,null,tt9873892-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=They Cloned Tyrone,1939
tt14509130,Florida Man,2022,December 2022,December 2022,December 2022,December 2022,,series,Planned,1,N/A,,1.96,N/A,N/A,Not Rated,Drama,Drama,N/A,8,English,United States,Not available,Not Available,"When an ex-cop returns to his home state of Florida to find a mobster's runaway girlfriend, what should've been a quick gig turns into a wild odyssey.",A struggling ex-cop is forced to return to his home state of Florida to find a Philly mobster's runaway girlfriend. What should be a quick gig becomes a spiraling journey into buried family secrets and an increasingly futile attempt to do the right thing in a place where so much is wrong.,,"Abbey Lee, Edgar Ramírez, Clark Gregg",Edgar Ramírez,Abbey Lee,Clark Gregg,Mike Valentine,Delly West,Sheriff Ketcher, created by Donald Todd.,"Florida Man was produced by Aggregate Films and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,Donald Todd,Aggregate Films,https://netflix.com/at/title/81157207,123856,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://netflix.com/at/title/81157207,1940
tt8415836,Cabinet of Curiosities,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,2.261,N/A,N/A,Not Rated,Drama,"Drama, Horror, Mystery",N/A,8,English,United States,Not available,Not Available,"This anthology of sinister stories is told by some of today's most revered horror creators, including the directors of The Babadook, Splice, Mandy, and many more.","Acclaimed Academy Award-winning filmmaker Guillermo del Toro curates this collection of sinister stories, each more horrifying than the next.",,"Eric André, Kate Micucci, Charlyne Yi",,,,,,, created by Guillermo del Toro.,"Cabinet of Curiosities was produced by Exile Entertainment, and Double Dare You Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,Guillermo del Toro,"Exile Entertainment, Double Dare You Productions",https://www.netflix.com/title/80209229,83659,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/80209229,1941
tt6968614,The Mother,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,In Production,,N/A,,1.702,N/A,N/A,Not Rated,Action,"Action, Thriller",N/A,,English,United States,Not available,Not Available,"While fleeing from dangerous assailants, an assassin comes out of hiding to protect her daughter she left earlier in life.","A deadly female assassin who comes out of hiding to protect the daughter that she gave up years before, while on the run from dangerous men,",,"Jennifer Lopez, Joseph Fiennes, Gael García Bernal",Jennifer Lopez,Paul Raci,Joseph Fiennes,,,, directed by Niki Caro.,"The Mother was produced by Vertigo Entertainment and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Niki Caro,,Vertigo Entertainment,https://www.netflix.com/title/80210920,552688,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/80210920,1942
tt7798604,We Have a Ghost,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Post Production,,N/A,,0.887,N/A,N/A,Not Rated,Adventure,"Adventure, Family, Horror",N/A,,English,United States,Not available,Not Available,A man claims to have befriended a mostly harmless ghost who bears a likeness to the actor Ernest Borgnine and becomes famous on the Internet.,"After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.",,"Jennifer Coolidge, David Harbour, Anthony Mackie",Anthony Mackie,David Harbour,Jahi Di'Allo Winston,,,, directed by Christopher Landon.,"We Have a Ghost was produced by Temple Hill Entertainment and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Christopher Landon,,Temple Hill Entertainment,https://www.netflix.com/title/80230619,852096,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/80230619,1943
tt10428604,Magic: The Gathering,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,Planned,1,N/A,,0.6,N/A,N/A,TV-MA,Animation,"Animation, Action, Adventure",N/A,1,English,United States,Not available,Not Available,"Series focusing on the Planeswalkers, Magic's unique magic-wielding heroes and villains, as they contend with stakes larger than any one world can hold.","Series focusing on the Planeswalkers, Magic's unique magic-wielding heroes and villains, as they contend with stakes larger than any one world can hold.",,Brandon Routh,Brandon Routh,,,Gideon Jura,,,.,"Magic: The Gathering was produced by Hasbro Studios, Bardel Entertainment, and Allspark Animation and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,,"Hasbro Studios, Bardel Entertainment, Allspark Animation",https://www.netflix.com/title/80243664/,138564,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/80243664/,1944
tt15438246,Jigsaw,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,0.96,N/A,N/A,Not Rated,Action,"Action, Crime, Drama",N/A,2,English,United States,Not available,Not Available,"Centered around the largest heist ever attempted, the vengeance and betrayals that surround it.","Centered around the largest heist ever attempted, and the vengeance, scheming, loyalties, and betrayals that surround it.",,"Rosaline Elbay, Niousha Noor, Sammy Peralta",Giancarlo Esposito,Paz Vega,Rufus Sewell,Leo Pap,Ava Mercer,Roger Salas, created by Eric Garcia.,"Jigsaw was produced by Scott Free Productions, and Automatik Entertainment and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,Eric Garcia,"Scott Free Productions, Automatik Entertainment",https://www.netflix.com/title/80992058,156902,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/80992058,1945
tt14181874,The Mothership,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Released,,N/A,,0.6,N/A,N/A,Not Rated,Adventure,"Adventure, Drama, Family",N/A,,English,United States,Not available,Not Available,"The sci-fi adventure follows Sara Morse (Berry) one year since her husband mysteriously vanished from their rural farm. When she discovers a strange, extraterrestrial object underneath their home, Sara and her kids embark on a rac...","One year after her husband mysteriously disappears, Sara Morse discovers a strange, extraterrestrial object underneath their home, Sara and her kids embark on a race to find their husband, father and, most important, the truth.",,"Halle Berry, Molly Parker, Omari Hardwick",Halle Berry,Omari Hardwick,John Ortiz,Sara Morse,,, directed by Matt Charman.,,Matt Charman,,,https://www.netflix.com/title/81026448,833795,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81026448,1946
tt11816814,Painkiller,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,0.6,N/A,N/A,Not Rated,Crime,"Crime, Drama",N/A,1,English,United States,Not available,Not Available,A scripted drama and limited series about the origins of the opioid crisis,"A scripted drama and limited series about the origins of the opioid crisis,",,"Uzo Aduba, Matthew Broderick, West Duchovny",Uzo Aduba,Matthew Broderick,West Duchovny,Edie,Richard Sackler,Shannon Schaeffer,.,"Painkiller was produced by Film 44 and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,,Film 44,https://www.netflix.com/title/81095069,158083,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81095069,1947
tt13334002,Army of the Dead: Lost Vegas,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,3.52,N/A,N/A,TV-MA,Animation,"Animation, Action, Crime",N/A,1,English,United States,Not available,Not Available,Scott Ward and his rescue crew's efforts to protect all they love during the first phases of the mysterious zombie outbreak in Vegas.,Follow Scott and his rescue crew's efforts to protect all they love during the first phases of the mysterious zombie outbreak in Vegas.,,"Tig Notaro, Anya Chalotra, Monica Barbaro",Joe Manganiello,Dave Bautista,Omari Hardwick,Rose (voice),Scott Ward (voice),Vanderohe (voice)," created by Zack Snyder, Jay Oliva.","Army of the Dead: Lost Vegas was produced by The Stone Quarry, Lex and Otis, Meduzarts Animation Studio, and KR?KN Animation and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,"Zack Snyder, Jay Oliva","The Stone Quarry, Lex and Otis, Meduzarts Animation Studio, KR?KN Animation",https://www.netflix.com/title/81153121,108858,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81153121,1948
tt14826022,You People,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Post Production,,N/A,,0.969,N/A,N/A,Not Rated,Comedy,"Comedy, Romance",N/A,,English,United States,Not available,Not Available,"Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.","A new couple and their families reckon with modern love amid culture clashes, societal expectations and generational differences.",,"Jonah Hill, Eddie Murphy, Julia Louis-Dreyfus",Jonah Hill,Eddie Murphy,Julia Louis-Dreyfus,,,, directed by Kenya Barris.,"You People was produced by Misher Films, Khalabo Ink Society, and Strong Baby Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Kenya Barris,,"Misher Films, Khalabo Ink Society, Strong Baby Productions",https://www.netflix.com/title/81194505,866413,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81194505,1949
tt11116912,Troll,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Post Production,,N/A,,0.601,N/A,N/A,Not Rated,Action,"Action, Adventure, Fantasy",N/A,,Norwegian,Norway,Not available,Not Available,"Deep in the Dovre mountain, something gigantic wakes up after a thousand years in captivity. The creature destroys everything in its path and quickly approaches Oslo.","When an ancient troll is awakened in a Norwegian mountain, a rag-tag group of heroes must come together to try and stop it from wreaking deadly havoc.",,"Ine Marie Wilmann, Kim Falck, Mads Sjøgård Pettersen",Ine Marie Wilmann,Mads Sjøgård Pettersen,Gard B. Eidsvold,Nora,Kristoffer,Tobias, directed by Roar Uthaug.,"Troll was produced by Motion Blur and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Roar Uthaug,,Motion Blur,https://www.netflix.com/title/81245455/,736526,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81245455/,1950
tt16969944,Copenhagen Cowboy,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,0.625,N/A,N/A,Not Rated,Drama,Drama,N/A,6,Danish,Denmark,Not available,Not Available,"A young heroine, Miu who travels through Copenhagen's criminal netherworld.","Young heroine Miu travels through Copenhagen’s criminal netherworld in this poetic, thrill-inducing, neon-drenched noir series,",,"Zlatko Buric, Angela Bundalovic, Fleur Frilund",Angela Bundalovic,Lola Corfixen,Zlatko Buri?,Miu,,, created by Nicolas Winding Refn.,"Copenhagen Cowboy was produced by byNWR and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,Nicolas Winding Refn,byNWR,https://www.netflix.com/title/81402987,206510,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81402987,1951
tt14138650,The Pale Blue Eye,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Post Production,,N/A,,1.08,N/A,N/A,Not Rated,Crime,"Crime, Horror, Mystery",N/A,,English,United States,Not available,Not Available,"Follows a veteran detective who investigates the murders, helped by a detail-oriented young cadet who will later become a world famous author, Edgar Allan Poe.","A seasoned detective investigates a series of murders at the U.S. Military Academy in West Point in 1830. He is assisted in his investigation by an intelligent and eager young cadet named Edgar Allan Poe, who will go on to become one of America's most influential authors and the originator of the detective genre.",,"Christian Bale, Lucy Boynton, Gillian Anderson",Christian Bale,Harry Melling,Gillian Anderson,Augustus Landor,Edgar Allan Poe,, directed by Scott Cooper.,"The Pale Blue Eye was produced by Cross Creek Pictures, Endeavor Content, Streamline Global Group, and CAA Media Finance and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Scott Cooper,,"Cross Creek Pictures, Endeavor Content, Streamline Global Group, CAA Media Finance",https://www.netflix.com/title/81444818,800815,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81444818,1952
tt14176542,Bardo,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,1.824,N/A,N/A,Not Rated,Comedy,"Comedy, Drama",N/A,,Spanish,Mexico,Not available,Not Available,Plot unknown. The film explores the political and social modernity of Mexico.,"Follows a renowned Mexican journalist and documentary filmmaker who returns home and works through an existential crisis as he grapples with his identity, familial relationships, the folly of his memories.",,"Ximena Lamadrid, Daniel Giménez Cacho, Andrés Almeida",Daniel Giménez Cacho,Griselda Siciliani,Grantham Coleman,,,, directed by Alejandro G. Iñárritu.,,Alejandro G. Iñárritu,,,#,685691,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Bardo,1953
tt14123284,Havoc,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,1.748,N/A,N/A,Not Rated,Action,"Action, Thriller",N/A,,English,"United States, United Kingdom",Not available,Not Available,"The story is set after a drug deal gone wrong, when a bruised detective must fight his way through a criminal underworld to rescue a politician's estranged son, while unraveling a deep web of corruption and conspiracy that ensnare...","After a drug deal gone wrong, a bruised detective must fight his way through a criminal underworld to rescue a politician’s estranged son, while unraveling a deep web of corruption and conspiracy that ensnares his entire city.",,"Tom Hardy, Timothy Olyphant, Forest Whitaker",Tom Hardy,Forest Whitaker,Timothy Olyphant,,,, directed by Gareth Evans.,"Havoc was produced by XYZ Films, Severn Screen, and One More One Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Gareth Evans,,"XYZ Films, Severn Screen, One More One Productions",#,668489,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Havoc,1954
tt14160834,Rustin,2022,December 2022,December 2022,December 2022,December 2022,,movie,Released,,N/A,,0.6,N/A,N/A,Not Rated,Biography,"Biography, Drama",N/A,,English,United States,Not available,Not Available,"Gay, civil rights activist Bayard Rustin, who organized the 1963 March on Washington.","Gay, civil rights activist Bayard Rustin, who organized the 1963 March on Washington.",,"Jeffrey Wright, Da'Vine Joy Randolph, Chris Rock",Colman Domingo,Chris Rock,Glynn Turman,Bayard Rustin,Roy Wilkins,A. Philip Randolph, directed by George C. Wolfe.,"Rustin was produced by Higher Ground Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",George C. Wolfe,,Higher Ground Productions,#,898713,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Rustin,1955
tt13274016,Reptile,2022,December 2022,December 2022,December 2022,December 2022,,movie,Planned,,N/A,,0.6,N/A,N/A,Not Rated,Crime,"Crime, Drama, Thriller",N/A,,English,United States,Not available,Not Available,"Nichols, a hardened New England detective unflinching in his pursuit of a case where nothing is as it seems, one that begins to dismantle the illusions in his own life.","Nichols, a hardened New England detective unflinching in his pursuit of a case where nothing is as it seems, one that begins to dismantle the illusions in his own life.",,"Alicia Silverstone, Benicio Del Toro, Frances Fisher",Justin Timberlake,Benicio del Toro,Alicia Silverstone,,Nichols,, directed by Grant Singer.,"Reptile was produced by Black Label Media and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Grant Singer,,Black Label Media,#,866463,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Reptile,1956
tt14833464,Players,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,0.6,N/A,N/A,Not Rated,Comedy,"Comedy, Romance",N/A,,English,United States,Not available,Not Available,"New York sportswriter Mack who spent years devising successful hook-up \plays\ with best friend Adam and crew, unexpectedly falls for one of the targets and learns what it takes to go from simply scoring to playing for keeps.","New York City sportswriter Mack, who has spent years devising successful hook-up “plays” with best friend Adam and their crew, but when she unexpectedly falls head-over-heels for one of her targets, they all must learn what it takes to go from simply scoring to playing for keeps.",,"Tom Ellis, Gina Rodriguez, Damon Wayans Jr.",Gina Rodriguez,Damon Wayans Jr.,Tom Ellis,Mack,Adam,, directed by Trish Sie.,,Trish Sie,,,#,843617,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Players,1957
tt12823454,Your Place or Mine,2022,December 2022,December 2022,December 2022,December 2022,,movie,In Production,,N/A,,0.96,N/A,N/A,Not Rated,Comedy,"Comedy, Romance",N/A,,English,United States,Not available,Not Available,Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.,Two long-distance best friends who change each other’s lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.,,"Reese Witherspoon, Ashton Kutcher, Steve Zahn",Reese Witherspoon,Ashton Kutcher,Jesse Williams,Debbie,Peter,, directed by Aline Brosh McKenna.,"Your Place or Mine was produced by Aggregate Films, Hello Sunshine, and Lean Machine and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Aline Brosh McKenna,,"Aggregate Films, Hello Sunshine, Lean Machine",#,703451,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Your Place or Mine,1958
tt15289240,Boo!,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,0.6,N/A,N/A,Not Rated,Adventure,"Adventure, Comedy, Horror",N/A,,English,United States,Not available,Not Available,"A teenage girl, who accidentally releases an ancient and mischievous spirit on Halloween which causes decorations to come alive and wreak havoc, must team up with the last person she'd want to in order to save their town - her fat...","A teenage girl, who after accidentally unleashing an ancient and mischievous spirit on Halloween, which causes decorations to come alive and wreak havoc, must team up with the last person she’d want to in order to save their town – her skeptical father.",,"Priah Ferguson, Lauren Lapkus, Marlon Wayans",Marlon Wayans,Priah Ferguson,Lauren Lapkus,Sydney's Father,Sydney,Mayor Tammy, directed by Jeff Wadlow.,"Boo! was produced by Ugly Baby Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Jeff Wadlow,,Ugly Baby Productions,#,864959,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Boo!,1959
tt11274492,The Out-Laws,2022,December 2022,December 2022,December 2022,December 2022,,movie,Released,,N/A,,0.6,N/A,N/A,Not Rated,Action,"Action, Comedy, Crime",N/A,,English,United States,Not available,Not Available,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.","A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",,"Ellen Barkin, Nina Dobrev, Pierce Brosnan",Pierce Brosnan,Adam DeVine,Ellen Barkin,,Owen Browning,, directed by Tyler Spindel.,,Tyler Spindel,,,#,921636,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=The Out-Laws,1960
tt12908110,Mr. Harrigan's Phone,2022,December 2022,December 2022,December 2022,December 2022,,movie,Post Production,,N/A,,3.096,N/A,N/A,Not Rated,Horror,Horror,N/A,,English,United States,Not available,Not Available,"When Mr. Harrigan dies, the teen who befriended and did odd jobs for him, puts his smart phone in his pocket before burial and when the lonely youth leaves his dead friend a message, he is shocked to get a return text.","Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away, the boy discovers that not everything dead is gone, and finds himself able to communicate with his friend from the grave through the iPhone that was buried with him.",,"Jaeden Martell, Donald Sutherland, Kirby Howell-Baptiste",Donald Sutherland,Jaeden Martell,Kirby Howell-Baptiste,Mr. Harrigan,Craig,Ms. Hart, directed by John Lee Hancock.,"Mr. Harrigan's Phone was produced by Blumhouse Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",John Lee Hancock,,Blumhouse Productions,#,723419,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Mr. Harrigan's Phone,1961
tt5834874,Trigger Warning,2022,December 2022,December 2022,December 2022,December 2022,,movie,Planned,,N/A,,0.626,N/A,N/A,Not Rated,Action,"Action, Thriller",N/A,,English,United States,Not available,Not Available,A traumatized veteran who inherits her grandfather's bar and faces a moral dilemma after learning the truth behind his untimely death.,"A traumatized veteran who inherits her grandfather’s bar after his untimely death, and is faced with a moral dilemma after discovering the truth behind his death.",,"Anthony Michael Hall, Jessica Alba, Mark Webber",Jessica Alba,,,,,, directed by Mouly Surya.,"Trigger Warning was produced by Thunder Road and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Mouly Surya,,Thunder Road,#,704673,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Trigger Warning,1962
